625 50
is 1.631491 2.639565 -3.104301 2.119981 -1.419354 -2.960109 5.009549 1.067984 -1.566352 -0.191713 0.659318 -1.346571 -1.941983 2.272734 -0.800866 1.696460 -2.288058 0.680296 -1.238310 -0.784211 -1.290620 2.049336 -0.390231 -0.235800 1.592825 -0.477946 3.304030 1.743381 1.520041 1.849270 0.406714 -0.848525 -0.062373 1.159702 -1.027667 0.280267 -1.584964 0.480633 0.747249 0.682572 2.561488 0.422282 -0.315806 0.237110 -0.482560 -0.417386 -1.749924 -1.112863 0.504896 1.226899
as 2.357904 2.352618 0.198519 -1.260796 -1.569568 1.442210 -0.477907 -2.402470 -3.172562 2.147976 1.460791 0.804189 -0.518841 -0.149921 0.047384 -0.851708 1.987209 -0.330897 0.166097 1.450126 2.706330 2.679392 -0.290849 -2.952032 -1.759317 2.112955 0.198450 1.058191 1.343076 -1.441803 -0.783266 -0.075509 -0.183063 0.055337 -0.850347 1.171868 -1.019822 0.026382 1.374819 2.017100 0.893333 0.664131 -1.954762 0.037793 -2.307557 -0.209612 -2.777246 3.213540 0.289710 2.699908
eight -0.538667 -0.351027 0.896593 0.357185 3.532836 1.071705 -3.907633 -0.681695 1.253839 -0.738211 -0.991107 0.757277 -0.911612 -0.786977 -0.501078 1.687112 -0.561172 -1.094764 2.586624 -3.309511 0.977708 -3.319105 -0.543171 -1.301545 0.323032 -1.334240 -0.583607 -0.679670 0.593630 -1.590232 -1.199559 1.719238 -2.793962 -0.120453 -0.532981 -0.401080 1.190662 -1.056537 1.189759 1.759258 0.307647 0.537258 -0.415555 -2.163461 -0.856376 -0.830030 0.439571 -3.286169 -0.926686 -3.209611
for 0.719011 -0.316796 -0.718978 -0.212472 -0.121227 -1.270749 1.579060 -0.750677 -0.914624 0.755801 2.977596 0.844480 0.436503 0.281202 1.103244 -0.154935 1.655275 0.436039 0.110639 0.382987 1.953642 0.440156 0.140056 0.055014 -0.258108 0.112952 -0.498175 -1.733265 0.042160 0.521499 -1.191327 -0.556674 1.269000 1.491322 1.361658 0.502277 0.264488 -0.214345 -0.759216 -0.280869 0.654965 -1.119882 1.124907 -0.658975 0.411635 -0.398524 -0.358874 -0.028609 -0.083245 -0.004964
s 1.102384 -0.631843 0.032320 -0.680603 -0.818964 2.065381 -2.199425 -0.783987 -0.096540 -1.108885 0.013602 0.593781 0.545921 2.428040 -1.007535 1.164586 -0.233462 -0.878563 -0.471961 1.733344 0.581734 -1.419870 0.351794 0.559995 -0.223444 -0.759899 -0.041872 -0.820564 -1.203423 -0.176984 -0.874061 -1.660257 -0.483347 -0.950692 -0.117731 -1.244075 -0.388694 1.169380 -0.451347 0.021748 -1.035666 0.174912 -1.106912 -1.889218 -1.424675 -0.531459 1.378440 -0.725798 -2.267513 -0.998324
five -0.927972 -0.590808 0.122119 0.443590 1.906182 1.297924 -2.736145 -0.849931 2.042673 -0.087616 -1.261250 1.202241 -0.744930 -1.379728 -0.211553 2.412836 -0.040480 -1.158817 2.562395 -2.292022 1.194895 -2.360461 -0.952857 -1.199089 -0.146319 -2.973059 -1.363434 -0.346347 1.787959 -0.658147 -0.360576 2.007973 -1.967594 0.357837 0.536465 0.054871 -0.144228 -1.436884 0.461768 1.701795 -0.530600 0.523179 0.712517 -1.894608 -0.823128 0.074397 -0.693024 -3.342130 -0.307138 -3.441395
three -1.180071 -0.513258 -0.145757 -0.185061 2.187216 1.459540 -1.848035 -1.398000 1.996913 -0.271124 -1.005516 0.565383 -0.875505 -1.393496 -0.110438 1.737898 -0.032758 -1.010054 2.701183 -2.378564 0.787121 -2.479952 -0.804230 -1.155744 0.246304 -2.308332 -1.220918 0.004011 1.588345 -0.026621 -0.203776 1.777125 -2.120364 0.482136 0.418419 0.263011 0.222580 -1.365050 0.760398 2.124141 -0.656810 0.470504 0.826694 -1.505059 -0.284711 0.261153 -0.793904 -2.713672 -0.440756 -2.976121
was 2.821943 3.474899 2.280216 -0.408099 0.191443 -1.933078 -1.468993 1.115681 -3.206762 0.007569 -0.365874 0.217505 -2.576566 -0.278974 -0.664223 0.273674 -3.816292 -3.687128 -1.211842 -2.459358 -0.317872 0.693484 0.429996 -0.293365 1.966409 -0.559361 -1.765609 0.501568 -1.411658 -2.577926 -0.790751 -1.745596 -1.586558 -1.581679 -0.444642 -1.079684 -1.685832 1.168866 -0.109951 -1.364846 1.070886 -2.388438 0.816445 -0.233904 0.447138 -1.752742 0.863249 -2.753440 -2.743476 -1.218085
by 1.025821 -0.703646 0.620021 -1.146054 1.048615 -1.102422 -1.663113 -1.008401 -0.548063 -1.383201 0.627415 -0.826790 0.739741 -1.212008 -0.374230 -0.280539 -0.198075 -0.087631 0.027262 0.838742 0.905572 -0.238936 0.062405 0.284035 -0.245779 0.917608 -0.640974 1.334910 -1.330033 0.763749 -1.865530 -0.398780 -0.943777 0.061734 -0.753000 0.443537 1.496501 -0.090836 -0.349920 0.611773 -0.878535 0.184441 1.453207 -0.464988 -0.657998 0.235238 -0.810573 0.099147 -0.795162 1.518457
that -0.695055 -2.158687 0.099838 -0.104540 -2.463592 -1.346386 0.605872 -1.194360 -1.394040 0.879288 -0.598479 -0.735594 0.823592 0.341514 -1.229630 -1.857385 2.371984 -1.658709 -0.479795 1.035931 -1.145531 -0.098258 0.133484 0.230991 -0.505326 4.499727 0.351059 -1.361280 -0.187981 1.565879 -0.034945 -1.395043 -0.747479 -0.440442 -0.358500 -0.471820 -1.087854 -0.853637 1.731244 -1.416836 -2.623739 2.171044 0.457806 2.467498 0.613611 -0.159582 -1.377883 1.049430 0.986345 1.132541
four -0.879339 -0.322752 -0.049166 0.009505 2.391556 1.232373 -2.670704 -1.090706 1.961134 -0.221964 -0.965161 0.812933 -0.749383 -1.464423 -0.302784 2.080768 -0.102394 -0.948705 2.674684 -2.316864 1.033807 -2.566055 -1.029590 -0.886892 0.017016 -2.376504 -1.104415 -0.081844 1.776538 -0.350863 -0.653307 2.006773 -2.259212 0.367098 0.605777 0.046978 0.203294 -1.607631 0.645586 2.032821 -0.543346 0.648343 0.973726 -1.974162 -0.341632 0.102309 -0.547693 -2.719486 -0.439657 -3.011402
six -0.791444 -0.245099 0.382375 0.298231 2.829577 1.263705 -3.033278 -0.734706 1.486277 -0.530842 -0.703606 0.788295 -1.075504 -1.013074 -0.644159 1.878113 -0.293632 -0.877925 2.837415 -2.898363 1.069236 -3.005532 -0.826022 -1.629198 0.283598 -1.861134 -1.411152 -0.549662 1.461159 -0.873119 -0.782986 1.877866 -2.243423 0.177919 0.472723 0.044783 0.230754 -1.440201 0.986684 1.917549 0.046408 0.318408 -0.145084 -1.679259 -0.855890 -0.437241 -0.624714 -3.000652 -1.068185 -3.314054
seven -0.745779 -0.354316 0.689182 0.578372 3.274112 1.441718 -3.907523 -0.625992 1.652670 -0.566985 -0.673545 0.920345 -0.851160 -1.036068 -0.942087 1.610077 -0.824993 -0.871228 2.366724 -3.187199 1.157690 -3.019580 -0.586093 -1.079532 0.050965 -1.874996 -0.823056 -0.786142 1.345734 -1.238993 -1.047019 1.763099 -2.644426 -0.210411 -0.004825 -0.201439 0.903051 -0.680226 0.872154 2.093485 -0.031442 0.159706 -0.226662 -1.938271 -0.879707 -1.036269 -0.456524 -3.055645 -1.155630 -3.070894
with -0.326655 0.532046 -0.473586 -0.992507 -0.535766 0.481502 0.340388 -0.481933 -0.435871 0.076412 1.245679 0.218119 0.211378 -0.528429 0.513583 -1.994515 0.399571 -0.781850 0.089203 -0.329037 1.593193 1.067222 -0.233936 0.194180 0.385053 -0.588552 -1.557754 -0.141000 -0.044047 1.685778 0.127251 0.879229 -0.165681 0.249745 -0.366705 0.379627 1.553727 -0.665996 -0.710163 -0.994978 -0.418049 0.438451 -0.394504 0.674664 0.316247 0.158998 0.039459 0.134891 -0.926558 1.037819
on -0.834229 -0.617573 0.696434 -1.275772 -2.085239 -1.577602 0.180048 -0.800076 0.096472 0.191154 0.089305 -2.764095 0.874085 0.071428 -0.511656 -1.004652 0.587879 -0.380762 1.383595 -0.369144 -0.948291 -0.719821 -1.018687 1.576017 0.197351 -0.318098 -2.243984 0.905460 -0.318367 -0.920778 0.131225 0.929043 1.406812 1.330686 0.157244 0.306135 1.062574 0.338654 0.071765 1.191121 -0.913649 -0.300018 -0.458548 -1.293825 1.438633 -0.863680 0.845655 -0.238868 -2.023618 -0.110098
are 0.985372 2.650922 -3.890209 -0.084098 0.000663 0.423909 6.086891 1.275792 -2.375464 -0.568774 -1.276560 0.810402 0.153893 0.803650 2.731488 -0.729514 -1.432227 2.381052 0.267602 2.218375 -3.523712 0.095664 0.663406 -1.313073 0.264274 -2.421032 2.362662 3.765262 2.106640 0.401532 0.419898 3.104260 1.404811 2.560601 -1.255442 -1.371905 -0.601213 1.392719 0.813510 0.726608 2.088077 0.113994 0.577958 2.456241 2.992071 1.927041 -4.546277 -0.495567 1.188020 3.190743
it -0.172710 -1.182943 2.000148 0.097244 -1.668772 -2.111434 1.165854 2.927927 -2.024767 -0.079690 -1.870191 -0.345680 1.016766 1.514807 -0.244520 -0.812872 0.490206 -1.844413 -1.557950 -1.173700 -0.657369 1.340672 -1.757635 0.393924 -1.254249 2.368941 1.715547 -0.840604 0.336256 2.542379 -0.115872 -2.212246 0.041492 -0.717790 0.915224 0.039407 -1.779202 -1.443456 0.302842 1.157243 0.207389 -0.038917 -0.556393 -0.101303 -1.063110 3.427128 -0.252187 -0.128375 -0.119447 0.485662
from 0.095232 -0.998204 0.115981 -0.478204 -0.283128 -0.749975 -0.301670 -0.137626 0.408665 -0.226730 0.957055 -0.319273 0.328377 -1.230806 -0.978960 0.853760 0.451120 -0.108147 -0.212182 -0.536540 -0.353331 1.585400 0.060279 1.223340 -0.975262 -1.171190 -1.026417 0.675294 -0.250268 0.168461 0.107486 0.789447 -1.071152 0.127425 -0.340468 0.163761 1.124890 -0.055409 0.671209 0.126085 0.040962 -0.478127 -0.215057 1.006533 -0.132779 0.269408 0.176328 0.687997 -0.639850 -0.058868
or -0.007238 0.809782 -2.280532 -0.238916 0.324959 -1.404843 2.100342 -1.953808 0.249256 -0.260750 0.022678 0.273602 0.921411 -0.215104 0.702637 -0.609412 3.470550 -0.611349 0.142939 1.099562 -0.592481 1.217259 0.276833 0.945903 1.363585 1.249043 2.818781 2.982890 -0.181941 2.271339 2.412017 1.131610 1.211885 0.365905 0.668225 0.445171 0.049484 -0.097265 0.705147 0.216232 1.411496 -1.837050 -1.345285 1.212571 -0.364435 0.981459 -0.955622 1.208495 3.097739 0.921215
his 0.932857 0.757606 1.448551 0.136385 -0.500439 1.720260 -3.093663 -1.348348 -1.645805 2.372359 0.449131 -0.098070 -0.933130 -0.171629 0.417894 -2.095985 -1.094281 -3.148067 -0.415257 -2.320800 -2.894086 -0.025566 2.718220 0.566495 -0.207520 0.612265 -2.412640 -3.027689 -3.094883 -0.636535 -1.399180 -3.033135 1.894189 -5.573067 1.819761 -0.486656 -0.019443 0.047030 -0.227746 -2.825326 -1.506098 -2.073526 -0.750390 -2.707765 -1.990623 -1.957148 -0.165314 -0.683488 -3.073423 0.868658
an -0.072841 0.590187 0.667622 -1.086166 -0.775806 -2.031339 1.851713 -1.271132 0.025179 -0.433009 -0.864443 -0.512853 0.053604 0.461986 -0.496974 -0.250172 -0.355838 0.447126 0.202913 -0.673693 0.567463 -0.080044 0.795416 1.508435 0.261450 1.730353 0.842238 -1.135657 -0.499628 0.251897 0.211702 -1.894930 1.089786 0.777327 0.330967 1.324678 -1.599165 0.612628 -0.009403 0.253541 0.950480 -0.057689 0.995543 -0.156139 -3.029584 0.550721 1.275156 0.149964 1.002675 0.485759
be -0.674465 -1.508458 -1.056153 -4.511293 -1.503798 -4.048819 2.764062 -1.431088 -1.438506 -0.959559 -2.532161 2.048624 2.390333 -2.851765 1.897085 1.838893 1.521505 -1.908125 -3.785481 0.125693 -4.819223 3.020001 -1.386726 -0.167299 -0.889967 5.069116 0.816606 -0.411230 0.489670 0.719132 -0.994566 -3.736281 2.830545 -1.037339 -0.399352 -1.163240 0.346678 -3.215225 4.369052 2.703280 2.169784 3.225462 -3.607897 0.900018 2.655801 -0.832304 0.290640 -1.999800 4.916304 2.357892
this 0.652489 -1.948664 0.084783 -0.744205 -0.868739 -1.145574 1.126172 1.339068 -0.810243 0.957945 -1.348701 -0.289791 0.915864 1.454909 0.021504 -0.728753 0.464641 0.514047 -0.100641 -0.086221 -1.251984 0.575329 -0.026866 1.093358 -1.536618 3.465580 0.132778 -0.506646 -2.052681 2.401422 0.565087 -2.618514 1.056544 0.360811 0.144789 -0.028663 -1.847012 -0.819522 -0.439910 0.512244 -0.511382 -0.122497 1.013210 0.445805 -1.454306 0.941552 -0.531419 0.676015 0.353574 0.313709
which -0.078288 -1.640639 -0.144619 -1.310646 -0.279541 -0.116396 -0.304114 -1.092814 -0.494880 -0.558456 0.075765 -1.458008 0.281734 -0.778120 0.465319 -1.002521 2.461427 -0.062421 -0.496950 0.089296 -0.465847 -0.320595 0.260795 0.174227 -0.349058 3.630452 -0.357802 -1.503084 0.230398 1.118443 0.918592 -0.233147 0.507366 -0.251856 -1.541387 1.221671 0.303532 -0.086395 -1.392648 0.585418 -0.702266 1.657007 1.054341 2.182991 -0.850919 -0.389040 -1.100342 0.883826 -0.001664 1.071150
at 1.210391 -2.272321 0.905553 0.572719 -1.234415 -2.345477 -1.067882 -0.151659 0.263278 2.183528 0.576014 -0.229925 -1.143987 -1.059770 3.629124 0.435849 -2.918139 -2.941116 1.830240 0.802206 -1.193758 0.525611 -0.052145 2.776213 -0.556301 -1.508990 -2.285602 -0.490546 -1.561467 1.168977 -0.262477 2.221129 0.611168 0.911873 -0.485095 0.454174 -0.146357 -3.041121 0.680807 -0.661871 -2.011659 0.880058 -0.000758 -1.584570 1.972829 -0.769114 0.637467 0.472215 -0.705337 -2.311379
he -0.187258 1.535166 4.342452 0.736476 -1.546280 -0.455609 -1.499563 0.261220 -2.339092 1.242273 -0.506498 1.021523 -1.319419 -0.321598 0.764677 -1.622175 -2.488115 -5.162829 0.867465 -4.123005 -2.316608 -0.342657 0.221869 1.800118 -1.302874 2.738789 -1.980383 -3.910611 -1.535495 0.159414 -1.767748 -2.935054 0.753668 -4.102917 3.989172 0.927109 0.157520 -0.023799 -0.361107 -1.419101 -0.748658 -1.491507 -1.118024 -2.125372 0.167162 -0.045212 0.390115 -0.583484 -1.078746 0.558311
also 0.674488 -2.404975 -0.606297 -1.116815 -0.142530 -1.331006 2.207384 -0.141056 -0.137184 1.475486 -0.531171 0.880015 0.306980 0.160788 2.028730 0.083516 2.952111 1.585180 0.484309 0.627215 0.562420 1.457696 1.587180 0.790797 3.289590 -0.964935 -0.003394 -0.239458 2.057550 -1.575023 -2.191189 -3.387368 1.160102 0.142923 -0.407133 2.836888 -0.061255 1.458494 1.024873 0.366405 1.062581 1.019563 -0.032007 0.492516 -0.772685 -3.376497 -1.030942 1.719725 -0.667260 1.586909
not -0.869285 -2.758532 0.492930 0.031556 -3.183014 -3.324929 1.489820 1.773155 -1.994509 1.526974 -0.686574 -1.817399 2.066565 -0.857264 0.992392 -2.257376 1.932091 0.230097 -1.684712 1.888818 1.756642 -1.092446 1.886007 -0.864086 -0.082102 2.210961 0.717246 2.132029 2.032900 1.500342 -2.585714 -3.717116 -0.711966 -2.256145 2.892572 0.058761 -3.253086 -2.593350 2.582044 0.296762 -1.577681 -4.001154 -4.312608 -0.476380 2.466533 2.607824 -2.981550 4.012434 0.898573 -1.187768
have -0.063054 -1.989389 -2.143473 -3.363735 -1.631301 1.440550 -0.986814 1.657834 3.670233 -1.730906 -0.708658 0.973440 3.630960 0.614893 1.228784 -1.787222 -1.418591 -0.890064 -4.901622 1.749927 -0.313295 4.595466 -1.689851 -1.013177 -1.377087 0.911780 1.857669 0.420461 -1.106358 -0.724741 -3.218272 1.945594 2.521646 0.193006 1.296269 -0.932291 -1.311186 -0.437198 2.880017 -1.256194 0.296232 -2.216387 -0.117932 1.929402 3.822554 0.716388 -5.780946 -0.979810 4.298647 2.693335
were 2.055519 3.441231 1.898997 -3.114528 1.542348 1.135996 -0.709602 1.754696 -4.315377 -0.240307 -1.874314 1.666617 -0.078725 -1.651373 1.954185 -0.894356 -2.664443 -1.690411 -0.059751 1.722728 -1.887488 -0.130797 1.270841 -0.538592 0.539750 -2.123542 -2.398220 3.231262 -1.237335 -3.589496 -0.026521 1.366220 -0.687495 0.096481 -0.310153 -3.855723 -0.286980 0.940146 -0.253158 -0.427264 -0.616350 -1.950314 1.844939 2.787940 4.131020 1.634315 -1.461459 -1.148109 -1.288302 1.066747
has -0.062972 0.457491 -3.844761 0.990460 -1.848333 0.021978 -1.487789 3.694220 4.377311 -2.601858 2.293582 -1.313331 -0.046903 2.609979 -0.799331 -0.387213 -3.933175 -0.317318 -4.600189 -0.112423 3.234184 4.620169 -3.158654 -1.278877 -0.223972 -0.745879 2.940492 -0.158004 -1.656476 1.075969 -2.971130 1.064776 1.396773 0.721396 -0.871117 1.288682 -2.728352 1.974233 0.422979 -2.805494 0.186960 -3.580227 1.791562 -0.209487 -0.243375 0.502371 -4.251376 -2.104250 0.763036 1.855878
but -1.666532 0.233432 -0.106963 0.062145 -1.397499 -0.343401 0.445508 -1.403472 -3.058381 -0.784803 -0.150836 0.199438 -0.761081 -0.115585 -0.983719 -2.842378 2.981509 -1.013801 -0.948269 1.166979 0.151213 0.554167 -0.895909 1.616021 -1.292981 2.884594 1.151440 -2.625043 -2.622492 1.192797 2.650758 1.913392 -0.797464 -2.402762 -0.840905 -0.762825 -0.197097 -0.893409 -1.385277 0.222881 -1.152960 0.369374 0.129946 2.920598 1.510845 0.863507 -2.568924 -2.080762 0.107948 -1.166407
other -1.411993 1.089941 -2.774579 -0.400372 -0.344064 0.882464 1.963581 0.701991 -0.025621 1.060562 2.092919 -1.349603 1.942760 0.446159 3.566200 -1.057471 1.503966 0.801741 -0.480612 0.413343 0.500813 -0.422493 -0.793631 -0.407333 0.704259 -0.366468 0.882107 1.435541 0.782550 -2.511620 0.796024 -0.200702 0.772528 -0.975644 0.019365 -0.485277 0.959773 -1.567317 0.116141 -1.322345 -1.233424 1.291549 1.645855 2.084430 -1.723646 1.534627 -1.106448 2.016310 3.099494 2.692546
their 1.070906 -0.786791 -0.247831 -2.972683 0.142075 0.103555 0.122123 1.067640 -0.501034 -0.060206 -1.168458 1.145167 0.237036 -1.151115 0.016823 -3.468198 1.667103 1.468593 -1.322292 2.202773 -2.779945 -0.679417 0.684247 -1.728750 -0.068816 -1.547056 -1.259652 -0.110182 -1.194959 -0.433845 2.702347 0.535230 1.782155 -1.726029 0.481369 -3.794377 0.410601 -0.314454 0.106347 -2.189345 -1.392368 -2.545645 -1.361348 0.888226 0.429626 0.439728 -0.053078 3.252117 0.200667 1.960292
its -0.207307 -0.385099 -0.655111 -2.288802 -0.139783 -1.127022 0.286795 3.708527 1.371076 0.425052 0.330374 -0.790431 -0.651799 1.138283 -1.040550 0.236986 0.478699 1.052948 -2.252700 0.200269 -0.697753 1.503890 -1.707418 -2.034534 -1.034226 -0.119850 0.189907 -0.479510 0.514440 1.230373 1.618607 -2.015450 -0.387981 -2.248048 -2.884961 -0.759269 -2.044519 -1.262019 -1.774208 0.763490 -1.324685 -1.375667 -0.932135 -1.095681 -2.120753 0.152513 1.827518 0.746987 -1.833687 0.854576
first 2.008143 -1.677372 1.986017 -0.432354 1.408561 -1.625351 -2.306492 -1.748636 -1.058827 -1.112307 0.499241 0.540015 -0.255375 -0.003431 1.284724 -0.806769 -2.338168 -1.178555 -0.737918 -2.160813 0.676060 -1.947486 0.021301 -0.070695 -0.470128 0.780580 -0.454438 -0.869762 -0.260684 -0.888773 -0.425667 -0.676559 -0.717613 -0.242676 -0.281280 -1.227763 -0.433398 -0.151789 -0.704742 0.792805 1.369774 -0.074010 3.075069 -0.702294 0.040369 0.050417 1.456373 1.336048 -2.504655 -2.508040
they -0.221826 -1.571876 0.930625 -1.135769 -0.324776 -0.261669 2.139907 3.087927 -2.801672 -3.188934 -1.226278 1.644549 0.878998 -3.964952 0.453612 -3.719768 0.862653 1.014823 0.000657 1.744009 -2.645486 -1.537709 -2.167130 -0.067688 1.494643 0.490050 -1.553542 0.688920 -1.175667 0.595835 2.096997 -0.066547 1.393836 -2.790742 2.911924 -3.294753 0.780452 0.576782 1.302679 -0.569667 -0.893563 -0.934406 -2.051716 1.631856 1.778820 1.585491 -1.650374 4.108805 3.397626 -1.048619
some -0.993095 0.114039 -0.137585 1.262977 -1.741103 -0.414629 1.435073 0.692058 -0.527140 0.277053 0.951273 1.029531 2.366674 -0.194071 2.195691 -1.574042 1.687280 2.079047 0.334501 2.601248 -1.575021 -0.084627 0.904992 -0.245169 -0.618268 0.481779 -0.515586 1.419361 0.193979 0.146717 0.862891 -2.343811 -0.406095 -0.680932 -0.222862 -1.086543 -1.870465 1.387050 1.582363 -1.849828 0.435369 -0.381227 -0.225558 2.277895 -0.546486 1.729092 -0.974032 1.233283 2.333339 1.418784
had 1.606620 1.521195 1.395884 -1.652746 -0.642953 0.836873 -3.806273 2.969681 1.546006 -1.186120 -0.159976 -0.354512 -0.549000 -1.123251 -0.367777 -2.337934 -4.441628 -3.789047 -3.251449 -0.729810 2.127954 3.094927 -0.916253 0.048675 1.442451 -1.620823 -1.155880 -0.968640 -3.766800 -1.521642 -3.078481 1.468179 -0.342887 -1.693251 1.298576 -1.282766 -1.429258 1.667217 1.218380 -4.056082 -2.256407 -5.563047 2.281977 1.367536 2.536503 0.211111 -2.891674 -1.001306 -0.473307 -0.260327
all -1.376739 -1.197227 -2.718772 0.662208 -0.446202 -0.155672 1.404628 0.331310 -0.674906 0.035465 0.233531 -0.161903 -0.708350 -1.804786 1.110997 -1.726371 0.014384 0.657307 0.756882 1.229260 -0.658896 -0.090578 0.353397 -1.232643 -0.953845 -0.029219 -0.062151 -0.627705 1.066585 0.672285 -1.067916 -0.751609 0.130840 -2.039770 0.127153 -1.652794 -0.728119 -0.331761 1.621066 -0.634182 -0.508291 1.618683 1.458542 1.636643 1.590926 1.874709 -0.001060 2.177912 0.179468 -0.242224
